title_list,view,upload_date,comment,likes_num,unlikes_num
"러블리즈(Kei, 예인, 수정) 요기요송 우승! 안 들어볼 수 없겠죠?⎮요기붙어라 3탄 '러블리즈(Kei, 예인, 수정)편'","조회수 4,576회",2020. 1. 22.,댓글 33개,좋아요 257개,싫어요 5개
아티스트가 주목하는 아티스트! 픽보이의 요기요송 다시듣기!⎮요기붙어라 3탄 '픽보이편',조회수 389회,2020. 1. 22.,댓글 0개,좋아요 4개,싫어요 없음
본토 소울 제대로 맛보여 준 그렉의 요기요송⎮요기붙어라 3탄 '그렉편',"조회수 1,157회",2020. 1. 22.,댓글 2개,좋아요 18개,싫어요 없음
가장 특이했던(?) 윤쭈꾸의 요기요송⎮요기붙어라 3탄 '윤쭈꾸편',조회수 541회,2020. 1. 22.,댓글 1개,좋아요 7개,싫어요 3개
"설날, 이 얘기 이제 '그만' 듣고 싶다! 설날 금기어 대처법! 싹 다 알려드립니다| 식중진담 5화",조회수 388회,2020. 1. 17.,댓글 1개,좋아요 10개,싫어요 없음
김치 찌개 먹고 요거트 스무디로 입가심하는데... 맛있다고?!⎮괴식조합 요슐랭 3화,조회수 505회,2020. 1. 13.,댓글 2개,좋아요 12개,싫어요 2개
"친구가 취업했는데, 축하해주지 못한 나...정말 나쁜 걸까요? 취준생의 리얼 고민 토크!⎮식중진담 4화",조회수 685회,2020. 1. 3.,댓글 1개,좋아요 14개,싫어요 1개
"요기요송 즐길사람 #요기붙어라 3탄! (feat. 러블리즈 Kei, 예인, 수정, 윤쭈꾸, 픽보이, 그렉)","조회수 4,071회",2020. 1. 2.,댓글 23개,좋아요 139개,싫어요 1개
[Vlog] 핫플 연트럴파크에서 열린 요기요 팝업 #잘먹었어올해도 에 다녀옴! 귀염뽀짝 키링도 받았어요!,조회수 591회,2019. 12. 30.,댓글 1개,좋아요 11개,싫어요 1개
짜장면과 생크림을 같이 먹는다고? 역대급 괴식 조합 먹방! 이거 무조건 먹어보세요...⎮괴식조합 요슐랭 2화,"조회수 1,136회",2019. 12. 29.,댓글 7개,좋아요 24개,싫어요 4개
[The 맛있는 요기요] 아이스크림 튀김 만드는 법 레시피,"조회수 4,608회",2019. 12. 20.,댓글 9개,좋아요 49개,싫어요 4개
"단체 생활, 나만 불편한거야? 대학 새내기는 특히 주목!(feat. 한지연 대학 그만둔 ssul)⎮식중진담 3화","조회수 1,685회",2019. 12. 20.,댓글 4개,좋아요 15개,싫어요 없음
[The 맛있는 요기요] 군만두 라자냐 만드는 법 레시피,조회수 432회,2019. 12. 19.,댓글 0개,좋아요 2개,싫어요 2개
"상상도 못한 조합 [김치 X 치즈케이크], 동서양의 조화(?)는 성공적일까? 대실패일까?⎮괴식조합 요슐랭 1화","조회수 2,557회",2019. 12. 13.,댓글 7개,좋아요 37개,싫어요 7개
[요기요] 박소담과 함께한 신규 TV 광고 촬영 현장 대공개!,"조회수 20,396회",2019. 12. 11.,댓글 51개,좋아요 209개,싫어요 12개
"혼밥, 혼술, 혼영 어디까지 해봤니? 난 '이것'까지 해봤다!⎮식중진담 2화","조회수 2,403회",2019. 12. 5.,댓글 4개,좋아요 18개,싫어요 2개
[The 맛있는 요기요] 브레드 푸딩 만드는 법 레시피,"조회수 2,354회",2019. 11. 29.,댓글 1개,좋아요 21개,싫어요 3개
"[요기요 광고] 인기 프랜차이즈 할인의 즐거움, 요기요해요 #인기브랜드할인편","조회수 38,080회",2019. 11. 28.,댓글 43개,좋아요 169개,싫어요 19개
"[요기요 광고] 줄서는 맛집이 찾아오는 즐거움, 요기요해요 #맛집여행편","조회수 64,111회",2019. 11. 28.,댓글 77개,좋아요 462개,싫어요 79개
"[요기요 광고] 주문마다 할인되는 즐거움, 요기요해요 #슈퍼클럽편","조회수 121,813회",2019. 11. 28.,댓글 25개,좋아요 198개,싫어요 43개
[The 맛있는 요기요] 칠리치즈포테이토 만드는 법 레시피,"조회수 2,050회",2019. 11. 28.,댓글 0개,좋아요 11개,싫어요 없음
"남녀사이 최고의 난제! ""남사친, 여사친 가능하다? 불가능하다?""⎮식중진담 1화","조회수 7,140회",2019. 11. 21.,댓글 12개,좋아요 54개,싫어요 6개
요기요의 새로운 모델은 누구? [요기요],"조회수 12,527회",2019. 11. 21.,댓글 33개,좋아요 40개,싫어요 3개
이제 빅스비로 요기요 주문하세요! [요기요X빅스비],"조회수 1,051회",2019. 11. 20.,댓글 0개,좋아요 6개,싫어요 1개
자동할인만큼 참~ 간단한 슈퍼클럽 가입방법 [요기요],"조회수 1,680회",2019. 11. 12.,댓글 1개,좋아요 4개,싫어요 3개
[The 맛있는 요기요] 배달음식 활용 곱창 파스타 요리 레시피,조회수 924회,2019. 10. 17.,댓글 3개,좋아요 3개,싫어요 1개
[The 맛있는 요기요] 피자핫도그 만드는 법 레시피,"조회수 1,413회",2019. 10. 16.,댓글 2개,좋아요 14개,싫어요 없음
"우아하게, 한강피크닉(요기요X서울밤도깨비야시장)",조회수 397회,2019. 10. 10.,댓글 2개,좋아요 6개,싫어요 2개
