title_list,view,upload_date,comment,likes_num,unlikes_num
[엘궁엘답] LG TONE Free - 사운드 편,"조회수 67,051회",2020. 8. 3.,댓글 6개,좋아요 26개,싫어요 3개
[EVENT/엘궁엘답] LG TONE Free - 신상 of 신상 무선이어폰 O/X 퀴즈로 정복하기,"조회수 56,031회",2020. 8. 3.,댓글 223개,좋아요 406개,싫어요 1개
LG SIGNATURE - 비주얼 아트 B 편 (통합),"조회수 5,559회",2020. 7. 31.,댓글 3개,좋아요 42개,싫어요 1개
"LG TROMM 워시타워 - 1등 트롬, 원바디 세탁건조기 시대를 열다 편","조회수 2,173,763회",2020. 7. 30.,댓글 1개,좋아요 19개,싫어요 3개
LG 모니터 360 - 스텐드의 진화 편,"조회수 1,419회",2020. 7. 30.,댓글 4개,좋아요 14개,싫어요 1개
LG 모니터 360 - 360 모니터와 함께하는 사무실 라이프 편,"조회수 2,669회",2020. 7. 30.,댓글 2개,좋아요 18개,싫어요 1개
LG 모니터 360 - 360 모니터가 필요한 곳은? 편,"조회수 1,775회",2020. 7. 30.,댓글 2개,좋아요 13개,싫어요 2개
LG 모니터 360 - 360 모니터 활용법 편,"조회수 3,346회",2020. 7. 30.,댓글 9개,좋아요 26개,싫어요 없음
[LG전자 51구역] 외계인이 왜 거기서 나와? 드디어 밝혀진 LG전자 외계인의 정체! (feat. 올레드TV),"조회수 120,940회",2020. 7. 27.,댓글 55개,좋아요 121개,싫어요 7개
"LG TONE Free X 신입사원 - 넥밴드 빌런과의 정면승부, 이 대결의 승자는?","조회수 1,748회",2020. 7. 24.,댓글 10개,좋아요 52개,싫어요 2개
LG TROMM 워시타워 - 에너지효율1등급 편,"조회수 9,168회",2020. 7. 19.,댓글 16개,좋아요 59개,싫어요 2개
LG TONE Free - 원음의 공간감 : Groove 편,"조회수 1,268,505회",2020. 7. 16.,댓글 184개,좋아요 215개,싫어요 16개
LG TONE Free - 원음의 공간감 : Vibe 편,"조회수 1,247,576회",2020. 7. 16.,댓글 147개,좋아요 182개,싫어요 12개
LG 퓨리케어 듀얼정수기 - 빌트인 디자인 2 편,"조회수 6,296회",2020. 7. 15.,댓글 6개,좋아요 15개,싫어요 2개
LG 퓨리케어 듀얼정수기 - 빌트인 디자인 1 편,"조회수 5,594회",2020. 7. 15.,댓글 2개,좋아요 9개,싫어요 2개
LG 퓨리케어 듀얼정수기 - 클린세척수 식기류 편,"조회수 5,608회",2020. 7. 15.,댓글 1개,좋아요 17개,싫어요 1개
LG 퓨리케어 듀얼정수기 - 클린세척수 채소 편,"조회수 5,854회",2020. 7. 15.,댓글 4개,좋아요 18개,싫어요 2개
LG 퓨리케어 듀얼정수기 - 클린세척수 과일 편,"조회수 6,271회",2020. 7. 15.,댓글 3개,좋아요 18개,싫어요 5개
LG 퓨리케어 미니 공기청정기 X 공기요정 유병재 - 사랑하는 사람에게 깨끗한 공기를 선물하다,"조회수 2,854회",2020. 7. 9.,댓글 22개,좋아요 71개,싫어요 5개
LG DIOS 얼음정수기냉장고 X 셰프 오스틴 강 - SUMMER RECIPE 랜선 클래스,"조회수 272,530회",2020. 7. 9.,댓글 827개,좋아요 595개,싫어요 1개
LG 홈브루 - 맛있는 수제맥주의 조건 편,"조회수 1,038회",2020. 7. 9.,댓글 7개,좋아요 31개,싫어요 없음
LG WHISEN 에어컨 X 영옥씨 부탁해 -영옥씨가 알려주는 LG 휘센,"조회수 1,226회",2020. 7. 5.,댓글 6개,좋아요 16개,싫어요 3개
LG TROMM 건조기 STEAM - 에너지소비효율 1등급 편,"조회수 5,649회",2020. 7. 3.,댓글 1개,좋아요 26개,싫어요 3개
LG TROMM 건조기 STEAM - 건조꿀팁 수건 건조 편,"조회수 3,379회",2020. 7. 2.,댓글 15개,좋아요 138개,싫어요 2개
LG LED 사이니지 - 330m 길이 선명한 리본보드 조성,"조회수 1,422회",2020. 6. 27.,댓글 4개,좋아요 27개,싫어요 2개
LG Pra.L X 리더스피부과 윤성재 원장 2편,"조회수 1,438회",2020. 6. 25.,댓글 0개,좋아요 19개,싫어요 2개
LG Pra.L X 리더스피부과 윤성재 원장 1편,"조회수 1,262회",2020. 6. 25.,댓글 0개,좋아요 23개,싫어요 1개
LG 퓨리케어 듀얼정수기 – 듀얼로 깨끗함을 빌트인하다 편,"조회수 1,525,850회",2020. 6. 25.,댓글 29개,좋아요 158개,싫어요 8개
LG 울트라 기어 - 고성능 편,"조회수 2,163회",2020. 6. 18.,댓글 3개,좋아요 24개,싫어요 4개
LG 울트라 기어 - 대용량배터리 편,"조회수 2,079회",2020. 6. 18.,댓글 3개,좋아요 29개,싫어요 4개
LG 울트라 기어 - 17대화면 편,"조회수 2,163회",2020. 6. 18.,댓글 3개,좋아요 32개,싫어요 2개
LG WHISEN 시스템에어컨 - 주거용 시스템에어컨 홍보 영상,"조회수 4,813회",2020. 6. 16.,댓글 1개,좋아요 39개,싫어요 1개
LG DIOS 빌트인 - 옵션 판매 제품 소개 (BIS/ BIK / 광파오븐),"조회수 3,407회",2020. 6. 16.,댓글 3개,좋아요 29개,싫어요 없음
LG TROMM 워시타워 - #다채로워 워시타워 컬러 편 (Feat.이적),"조회수 1,134,123회",2020. 6. 15.,댓글 1개,좋아요 36개,싫어요 6개
[LG전자 51구역] 집으로 돌아가려면 '지구 기술'이 필요하다? (feat. 트루스팀),"조회수 160,148회",2020. 6. 14.,댓글 13개,좋아요 74개,싫어요 3개
LG 올레드 TV - 인류의 컬러 편,"조회수 1,077,258회",2020. 6. 11.,댓글 175개,"좋아요 1,001개",싫어요 36개
LG 올레드 AI ThinQ - 초등생의 편지 한 통으로 시작된 만남,"조회수 1,850회",2020. 6. 9.,댓글 4개,좋아요 34개,싫어요 1개
[엘궁엘답] 코드제로 A9S - 듀얼 배터리의 장점은? (듀얼 배터리편),"조회수 46,385회",2020. 6. 7.,댓글 6개,좋아요 33개,싫어요 없음
[엘궁엘답] 코드제로 A9S - 먼지통 어떻게 관리해야할까? (먼지통 관리편),"조회수 46,691회",2020. 6. 7.,댓글 6개,좋아요 34개,싫어요 2개
[엘궁엘답] 코드제로 A9S - 무선청소기 헤드 브러쉬 물로 세척해도 될까? (헤드 브러쉬편),"조회수 47,280회",2020. 6. 7.,댓글 10개,좋아요 24개,싫어요 없음
[엘궁엘답] 코드제로 A9S - 궁금한 3가지 핵심정리 (통합편),"조회수 2,125회",2020. 6. 7.,댓글 12개,좋아요 41개,싫어요 없음
LG 올레드 TV - 스스로 빛을 내는 올레드 편,"조회수 11,689회",2020. 6. 5.,댓글 16개,좋아요 94개,싫어요 2개
[리얼리뷰] 물 전문가가 소개하는 LG 퓨리케어 정수기,"조회수 1,915회",2020. 6. 3.,댓글 0개,좋아요 17개,싫어요 2개
"[리얼리뷰] 톡써니 목관리의 비결, LG 프라엘 더마 LED 넥케어",조회수 570회,2020. 6. 3.,댓글 0개,좋아요 8개,싫어요 1개
[리얼리뷰] 성우 김혜성이 추천하는 LG 홈브루,"조회수 1,405회",2020. 6. 3.,댓글 4개,좋아요 23개,싫어요 1개
LG VELVET - 이것이 리얼한 현실 반응!(Feat.만능혁키),"조회수 41,217회",2020. 6. 3.,댓글 67개,좋아요 112개,싫어요 13개
LG BEST SHOP - '당신의 생활공간을 잘 아는 LG 베스트샵 생활맞춤컨설팅' 건조기 편,"조회수 3,481회",2020. 6. 3.,댓글 0개,좋아요 22개,싫어요 2개
LG BEST SHOP - '당신의 생활공간을 잘 아는 LG 베스트샵 생활맞춤컨설팅' 에어컨 편,"조회수 2,503회",2020. 6. 3.,댓글 2개,좋아요 12개,싫어요 1개
LG DIOS 얼음정수기냉장고 - 디오스 라이프 음성인식 오토도어 편,"조회수 749,679회",2020. 6. 1.,댓글 8개,좋아요 33개,싫어요 1개
LG DIOS 얼음정수기냉장고 - 디오스 라이프 UV안심제균+ 편,"조회수 752,245회",2020. 6. 1.,댓글 3개,좋아요 27개,싫어요 1개
LG DIOS 얼음정수기냉장고 - 디오스 라이프 노크온 매직스페이스 편,"조회수 737,162회",2020. 6. 1.,댓글 4개,좋아요 23개,싫어요 없음
LG DIOS 얼음정수기냉장고 - 디오스 라이프 음성인식 얼음정수기 편,"조회수 735,144회",2020. 6. 1.,댓글 3개,좋아요 37개,싫어요 1개
LG DIOS 얼음정수기냉장고 - 디오스 라이프 음성인식 정량급수 편,"조회수 756,325회",2020. 6. 1.,댓글 4개,좋아요 39개,싫어요 없음
LG DIOS 얼음정수기냉장고 X 문정원 - 썸머 플레이팅 랜선 클래스,"조회수 166,278회",2020. 5. 28.,"댓글 1,003개",좋아요 839개,싫어요 4개
"LG WHISEN 에어컨 X Wkorea - 북촌신혼부부, 목동 육아맘, 춘천대가족","조회수 2,653회",2020. 5. 27.,댓글 3개,좋아요 36개,싫어요 1개
LG WHISEN 에어컨 X Wkorea - 춘천 대가족,"조회수 1,791회",2020. 5. 26.,댓글 2개,좋아요 12개,싫어요 1개
LG WHISEN 에어컨 X Wkorea - 목동 가족,"조회수 1,592회",2020. 5. 26.,댓글 0개,좋아요 16개,싫어요 없음
LG WHISEN 에어컨 X Wkorea - 북촌 신혼부부,"조회수 1,712회",2020. 5. 26.,댓글 1개,좋아요 13개,싫어요 없음
"LG TROMM 건조기 STEAM - 건조 꿀팁 3편, 손쉽게 셔츠의 구김을 완화하는 방법 편","조회수 1,908,866회",2020. 5. 24.,댓글 5개,좋아요 54개,싫어요 1개
"LG TROMM 건조기 STEAM - 건조 꿀팁 2편, 매번 빨지 않고도 이불 냄새 제거하는 방법 편","조회수 1,927,176회",2020. 5. 24.,댓글 7개,좋아요 61개,싫어요 1개
"LG TROMM 건조기 STEAM - 건조 꿀팁 1편, 건조하면서 수건 속 세균까지 없애는 방법 편","조회수 1,943,179회",2020. 5. 24.,댓글 13개,좋아요 84개,싫어요 1개
LG VELVET X 경식보라 커플 : 색.다른 일상 편,"조회수 943,046회",2020. 5. 22.,댓글 40개,좋아요 176개,싫어요 12개
"LG DIOS 얼음정수기냉장고 - 1등답게, 디오스가 새로움을 OPEN 편","조회수 1,398,095회",2020. 5. 21.,댓글 31개,좋아요 99개,싫어요 8개
LG 트루스팀 - 트루스팀으로 소중한 일상을 지키세요 편,"조회수 1,851,634회",2020. 5. 20.,댓글 26개,좋아요 78개,싫어요 3개
LG전자 케어솔루션 - 얼음정수기냉장고 케어 편,"조회수 4,280회",2020. 5. 19.,댓글 3개,좋아요 22개,싫어요 2개
LG TROMM 워시타워 - #아름다워 워시타워 / 원바디 플랫 디자인 / 기능 편 (Feat. 이적),"조회수 981,398회",2020. 5. 18.,댓글 5개,좋아요 60개,싫어요 9개
LG TROMM 워시타워 - #놀라워 워시타워 / 인공지능 DD 세탁 / 트루스팀 건조 / 기능 편 (Feat. 이적),"조회수 967,498회",2020. 5. 18.,댓글 0개,좋아요 51개,싫어요 16개
LG TROMM 워시타워 - #즐거워 워시타워 / 건조 준비 / 다이렉트 페어링 / 기능 편 (Feat. 이적),"조회수 959,974회",2020. 5. 18.,댓글 4개,좋아요 68개,싫어요 6개
LG TROMM 워시타워 - #새로워 워시타워 / 원바디 런드리 컨트롤 / 기능 편 (Feat. 이적),"조회수 992,211회",2020. 5. 18.,댓글 11개,좋아요 60개,싫어요 7개
LG VELVET - 인물모드 : 커플 편,"조회수 1,561,500회",2020. 5. 15.,댓글 28개,좋아요 71개,싫어요 13개
LG VELVET - 인물모드 : 디저트 편,"조회수 1,387,625회",2020. 5. 15.,댓글 11개,좋아요 62개,싫어요 5개
LG VELVET - 듀얼 스크린&스타일러스 펜 : A+ 편,"조회수 2,048,764회",2020. 5. 15.,댓글 60개,좋아요 140개,싫어요 16개
LG VELVET - 듀얼 스크린&스타일러스 펜 : 생일파티 편,"조회수 1,936,607회",2020. 5. 15.,댓글 13개,좋아요 81개,싫어요 11개
LG DIOS 얼음정수기 냉장고 - 말만 하면 냉장고 문이 열린다고?,"조회수 7,808회",2020. 5. 13.,댓글 15개,좋아요 62개,싫어요 1개
LG SIGNATURE - 비주얼 아트 A 편 (통합),"조회수 2,153,219회",2020. 5. 12.,댓글 90개,좋아요 426개,싫어요 14개
LG VELVET - 오로라 화이트 컬러 편,"조회수 13,570회",2020. 5. 11.,댓글 10개,좋아요 62개,싫어요 9개
LG VELVET - 일루전 선셋 컬러 편,"조회수 26,468회",2020. 5. 11.,댓글 6개,좋아요 132개,싫어요 10개
LG VELVET - 오로라 그레이 컬러 편,"조회수 11,807회",2020. 5. 11.,댓글 16개,좋아요 66개,싫어요 4개
LG VELVET - 오로라 그린 컬러 편,"조회수 17,818회",2020. 5. 11.,댓글 17개,좋아요 105개,싫어요 14개
LG VELVET - Design 영상 편(풀버전),"조회수 24,433회",2020. 5. 11.,댓글 134개,좋아요 401개,싫어요 28개
LG VELVET X 하하 - 당신의 소중한 순간과 함께 (풀버전),"조회수 1,498,953회",2020. 5. 9.,댓글 471개,"좋아요 1,398개",싫어요 134개
